roman_id,titre,auteur,genre,annee,langue,nb_mots,richesse,long_moy_phrase,texte_path
73eaae24-c7af-4550-9350-70c8178046b4,"L'expédition de la Jeannette au pôle Nord, racontée par tous les membres de l'expédition - volume 2 ouvrage composé des documents reçus par le 'New-York Herald' de 1878 à 1882",Jules [Editor] Geslin,voyage,2017,français,99617,0.1405,18.45,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\L'expédition de la Jeannette au pôle Nord, racontée par tous les membres de l'expédition - volume 2_clean.txt"
b6ba7b90-3346-4e2b-bd82-d5fc6da2026c,"Contes, Tome I",Madame d' (Marie-Catherine) Aulnoy,conte,2006,français,105442,0.1459,24.72,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Contes, Tome I_clean.txt"
b1d0fbeb-ccc6-481d-8f32-6c4a4b00c0ac,"L'Histoire de France racontée par les Contemporains (Tome 3/4)) Extraits des Chroniques, des Mémoires et des Documents originaux, avec des sommaires et des résumés chronologiques",L. (Louis) [Compiler] Dussieux,roman_historique,2014,français,150753,0.1549,25.47,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\L'Histoire de France racontée par les Contemporains (Tome 3 4))_clean.txt
167d7192-8cbc-45b2-936f-35b716d06401,Au Pays du Mufle: Ballades et Quatorzains,Laurent; Silvestre Tailhade,poetique,2020,français,6242,0.4888,14.06,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Au Pays du Mufle Ballades et Quatorzains_clean.txt
7afabfa9-67dd-4374-b005-7d6caf259661,Le feu (Journal d'une Escouade),Henri Barbusse,roman_historique,2015,français,118276,0.1784,15.01,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Le feu (Journal d'une Escouade)_clean.txt
d9b9befd-b49f-48cc-8246-fa0acb2d9547,"Mémoires du maréchal Marmont, duc de Raguse (2/9)",Auguste Frédéric Louis Viesse de Marmont,histoire,2009,français,85638,0.1708,22.94,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Mémoires du maréchal Marmont, duc de Raguse (2 9)_clean.txt"
85345dcb-b1e1-42d6-86a7-b8703849b8fd,Essai historique sur l'origine des Hongrois,A. de (Auguste) Gérando,histoire,2009,français,30740,0.2596,18.71,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Essai historique sur l'origine des Hongrois_clean.txt
c27f49cd-d775-48fc-8536-6063648a68bf,La Comédie humaine - Volume 06. Scènes de la vie de Province - Tome 02,Honoré de Balzac,essai,2016,français,199027,0.1498,18.44,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\La Comédie humaine - Volume 06. Scènes de la vie de Province - Tome 02_clean.txt
560a810e-4bed-4b50-b8a4-79191567c069,Manon Lescaut,abbé Prévost,roman_aventures,2006,français,58357,0.1658,17.7,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Manon Lescaut_clean.txt
b7e3824a-2faa-4974-8cb7-cca50ca56f6a,"Le Livre des Mères et des Enfants, Tome II",Marceline Desbordes-Valmore,poetique,2004,français,19026,0.3033,14.44,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Le Livre des Mères et des Enfants, Tome II_clean.txt"
b0f8fba6-9e00-4d0f-84d8-3873384d8b4b,De l'assassinat considéré comme un des Beaux-Arts,Thomas; Fontainas De Quincey,roman_policier,2024,français,47156,0.2238,26.95,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\De l'assassinat considéré comme un des Beaux-Arts_clean.txt
eae88d46-c115-4dd5-a606-db25f39a2119,Lettres écrites d'Égypte et de Nubie en 1828 et 1829,Jean-François Champollion,voyage,2004,français,89821,0.1741,31.69,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Lettres écrites d'Égypte et de Nubie en 1828 et 1829_clean.txt
2485f792-4cb3-4dd8-9e20-0997aa038349,"L'Illustration, No. 0052, 24 Février 1844",Various,presse,2013,français,26394,0.3134,19.83,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\L'Illustration, No. 0052, 24 Février 1844_clean.txt"
2e4769ef-dd5a-4c5b-a563-422159172deb,Le trésor des humbles,Maurice Maeterlinck,essai,2021,français,39535,0.1896,25.64,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Le trésor des humbles_clean.txt
976d13a4-d0b4-48d0-ac92-c5906475b6b3,"Madame Sans-Gêne, Tome 1 Roman tiré de la Pièce de Mm. Victorien Sardou et Émile Moreau",Edmond; Moreau Lepelletier,roman_historique,2013,français,74066,0.2271,12.48,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Madame Sans-Gêne, Tome 1_clean.txt"
249a871b-32fb-41e1-b2ea-9f21f711166f,"L'Illustration, No. 3258, 5 Août 1905",Various,presse,2011,français,7678,0.4246,18.13,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\L'Illustration, No. 3258, 5 Août 1905_clean.txt"
883e6a3a-0493-488d-a2c7-654cbfd88def,Le secret de l'échafaud,Auguste Villiers de L'Isle-Adam,nouvelle,2006,français,41398,0.3203,19.05,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Le secret de l'échafaud_clean.txt
f33389f6-74fc-4527-aea0-01c637e9dc57,"Voyages du Capitaine Lemuel Gulliver, En Divers Pays Eloignes, Tome II de III",Jonathan Swift,roman_fantastique,2020,français,55817,0.1705,34.06,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Voyages du Capitaine Lemuel Gulliver, En Divers Pays Eloignes, Tome II de III_clean.txt"
7e8ef6ee-bf49-4add-bdb6-89d8dad539ff,"Ubu Roi, ou, les Polonais",Alfred Jarry,theatre,2005,français,12845,0.3032,7.53,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Ubu Roi, ou, les Polonais_clean.txt"
7cc29305-9041-48cf-a4f1-9894ae4629e6,"L'Illustration, No. 0004, 25 Mars 1843",Various,presse,2010,français,28243,0.3135,18.08,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\L'Illustration, No. 0004, 25 Mars 1843_clean.txt"
5a63439f-5104-4df7-8e44-2b6f64b75c8b,Histoire de France Tirée de Ducoudray,O. B. (Ovando Byron); Ducoudray Super,histoire,2019,français,52877,0.2364,18.38,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Histoire de France_clean.txt
f03ef6be-fb49-464c-ac0f-c957ec8d07f7,Aventures extraordinaires d'un savant russe; II. Le Soleil et les petites planètes,Georges; Graffigny Le Faure,roman_science_fiction,2008,français,114151,0.1726,15.0,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Aventures extraordinaires d'un savant russe; II. Le Soleil et les petites planètes_clean.txt
bbc1076c-ae79-493f-a37c-0678104ac38e,Le Roman Historique a l'Epoque Romantique - Essai sur l'Influence de Walter Scott,Louis Maigron,roman_historique,2006,français,54731,0.2411,21.38,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Le Roman Historique a l'Epoque Romantique - Essai sur l'Influence de Walter Scott_clean.txt
fb0f6b92-f978-4a16-bf21-06c07c58e717,Correspondance de Chateaubriand avec la marquise de V... Un dernier amour de René,François-René Chateaubriand,epistolaire,2005,français,47690,0.2035,16.27,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Correspondance de Chateaubriand avec la marquise de V_clean.txt
fb5d7143-db33-4819-8aa8-3fae6bdd5fbf,Le IIme livre des masques,Remy de; Vallotton Gourmont,essai,2005,français,41140,0.2727,21.59,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Le IIme livre des masques_clean.txt
a8328201-08ba-45a3-a98b-352e555b0a75,Contes et poésies de Prosper Jourdan: 1854-1866,Prosper Jourdan,nouvelle,2004,français,32696,0.2572,14.21,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Contes et poésies de Prosper Jourdan 1854-1866_clean.txt
7c2a434b-6c11-4736-864e-aad363319226,"Le Livre des Mères et des Enfants, Tome I",Marceline Desbordes-Valmore,poetique,2004,français,21519,0.2978,13.26,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Le Livre des Mères et des Enfants, Tome I_clean.txt"
2cc7fa63-a241-42fd-b7a5-ce11033d80a5,Les cent histoires de Troye,de Pisan Christine,roman_amour,2024,français,31405,0.188,22.66,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Les cent histoires de Troye_clean.txt
7d2ec814-0e03-4a0d-a34f-76386788f6c3,Le loup blanc,Paul Féval,histoire,2005,français,74981,0.1888,13.31,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Le loup blanc_clean.txt
4f099307-49d7-4b1b-8398-0fa26c674b61,Le Mariage forcé,Molière,theatre,2004,français,8411,0.2566,10.58,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Le Mariage forcé_clean.txt
79d10174-0fe5-4a4d-8e4a-9ef6351bca2f,Le Baiser en Grèce,Raoul Vèze,histoire,2022,français,28202,0.2897,19.4,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Le Baiser en Grèce_clean.txt
1bb43121-fc8f-4971-b489-d8bd8e05a0a3,Histoire de France 1618-1661 (Volume 14/19),Jules Michelet,histoire,2009,français,95341,0.1953,15.6,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Histoire de France 1618-1661 (Volume 14 19)_clean.txt
7210aa01-10c9-4e56-bc66-5ccb33df05fd,Contes humoristiques - Tome I,Alphonse Allais,roman_satirique,2006,français,31470,0.3041,12.15,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Contes humoristiques - Tome I_clean.txt
aebca807-83af-46cd-8032-570ace359407,"Oeuvres complètes, tome 1",Laurence Sterne,epistolaire,2020,français,60797,0.2292,16.44,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Oeuvres complètes, tome 1_clean.txt"
d885fce8-cc56-4e6c-b5f9-3962b572f7b7,"L'Illustration, No. 0047, 20 Janvier 1844",Various,presse,2012,français,28127,0.3124,18.03,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\L'Illustration, No. 0047, 20 Janvier 1844_clean.txt"
6b6f3329-4575-490a-9ade-0ef4e9eb1e61,Lettres à l'Amazone,Remy de; Vibert Gourmont,epistolaire,2022,français,44988,0.189,22.77,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Lettres à l'Amazone_clean.txt
b8b1767b-267b-4a9a-b446-8cec633437ca,"L'Illustration, No. 3660, 19 Avril 1913",Various,presse,2011,français,20513,0.3596,18.34,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\L'Illustration, No. 3660, 19 Avril 1913_clean.txt"
9de8039d-1447-4a7d-828f-1adf020c5ae6,La vie des vérités,Gustave Le Bon,roman_psychologique,2025,français,59239,0.1814,16.93,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\La vie des vérités_clean.txt
2ffa21f2-b672-483b-946e-49990e8234c5,"Mémoires de Céleste Mogador, Volume 2",Céleste Vénard de Chabrillan,biographie,2017,français,60657,0.1987,13.32,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Mémoires de Céleste Mogador, Volume 2_clean.txt"
ab0b86ff-2cc6-4485-8f73-052bdf4c4ecc,"Les historiettes de Tallemant des Réaux, tome premier Mémoires pour servir à l'histoire du XVIIe siècle",H. de (René-Charles-Hippolyte Le Prestre de Lézonnet) Tallemant des Réaux; Chateaugiron,roman_historique,2010,français,121711,0.1516,16.53,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Les historiettes de Tallemant des Réaux, tome premier_clean.txt"
a5eea9c4-1f54-4c21-86e7-f96ec7f41449,Marco Polo,Paul Vidal de La Blache,voyage,2026,français,52373,0.1969,24.01,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Marco Polo_clean.txt
3eaa7c0f-fef9-4e90-b43c-f496594e02cc,Ève victorieuse,Pierre de; Collins Coulevain,roman_amour,2021,français,96246,0.1722,14.52,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Ève victorieuse_clean.txt
d4055d5c-4494-49b6-ae6a-f61826bb0cbf,"La guerre et la paix, Tome III",Leo Tolstoy,roman_historique,2006,français,152686,0.1512,20.0,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\La guerre et la paix, Tome III_clean.txt"
62d464e9-30e7-44b9-acbb-2109b0570ec3,"Mémoires inédits de Mademoiselle George, publiés d'après le manuscrit original",Mademoiselle (Marguerite-Joséphine Weimer); Cheramy George,roman_historique,2010,français,80304,0.2079,10.98,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Mémoires inédits de Mademoiselle George, publiés d'après le manuscrit original_clean.txt"
7f3776c9-7a90-4955-accb-1d516246bbcb,Les deux amis de Bourbonne,Denis; Assézat Diderot,nouvelle,2009,français,6019,0.3728,20.62,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Les deux amis de Bourbonne_clean.txt
27efb918-6d86-441e-9dd1-f8ac37ad13e1,La Poupée Sanglante,Gaston Leroux,roman_policier,2021,français,62658,0.2117,11.66,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\La Poupée Sanglante_clean.txt
15f93781-a021-4591-8526-77efafd4b6c5,"Les châteaux d'Athlin et de Dunbayne (1/2), Histoire arrivée dans les Montagnes d'Écosse.",Ann Ward; Desrais Radcliffe,roman_historique,2020,français,21329,0.2506,26.86,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Les châteaux d'Athlin et de Dunbayne (1 2), Histoire arrivée dans les Montagnes d'Écosse_clean.txt"
024e81cc-91e8-42eb-97dd-44bdd4e98132,Barnave,Jules Gabriel Janin,histoire,2010,français,111610,0.1833,18.39,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Barnave_clean.txt
a3a7d4a6-7430-4da3-bc51-1a6f482ff1ff,De Pontoise à Stamboul,Edmond About,voyage,2023,français,50933,0.2321,23.69,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\De Pontoise à Stamboul_clean.txt
49fd4382-ba5c-4906-b6b3-2f53c1d664e7,"L'Illustration, No. 0005, 1er Avril 1843",Various,presse,2010,français,29321,0.3236,17.85,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\L'Illustration, No. 0005, 1er Avril 1843_clean.txt"
fdbd54eb-2108-4dc8-8ce9-c3edac0a9783,Intermèdes,Emile Baumann,essai,2024,français,63457,0.2417,23.84,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Intermèdes_clean.txt
a17c476b-b35f-40b5-bbc7-821020e1516c,"Aristophane; Traduction nouvelle, tome premier",447? BCE-386? BCE; Sully Prudhomme [Commentator]; Talbot Aristophanes,theatre,2006,français,66397,0.2148,7.98,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Aristophane; Traduction nouvelle, tome premier_clean.txt"
b1523e19-aba6-46ad-a753-5c71cfc65653,Le Mariage de Loti,Pierre Loti,biographie,2005,français,45962,0.2352,21.89,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Le Mariage de Loti_clean.txt
f153d255-f03d-4372-9e98-bdd3df22b151,Ivanhoe (3/4) Le retour du croisé,Walter; Montémont Scott,roman_historique,2010,français,55363,0.2119,22.75,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Ivanhoe (3 4)_clean.txt
78f2fbb1-59fe-4025-b772-8381e3c9984a,Les quarante-cinq — Tome 2,Alexandre; Maquet Dumas,histoire,2005,français,83850,0.176,14.39,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Les quarante-cinq — Tome 2_clean.txt
fd6aba71-8977-4b1a-a7c9-822e0dd24697,Histoire de France 1661-1690 (Volume 15/19),Jules Michelet,histoire,2012,français,102737,0.2038,14.8,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Histoire de France 1661-1690 (Volume 15 19)_clean.txt
c5e4e4e4-bcec-41c3-aa91-dd85e576956c,Douze ans de séjour dans la Haute-Éthiopie,Arnauld d' Abbadie,voyage,2006,français,168533,0.1654,28.44,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Douze ans de séjour dans la Haute-Éthiopie_clean.txt
0995048d-8602-4c13-a792-9b3fcd986742,"Aziyadé Extrait des notes et lettres d'un lieutenant de la marine anglaise entré au  service de la Turquie le 10 mai 1876 tué dans les murs de Kars, le 27 octobre  1877.",Pierre Loti,roman_amour,2004,français,50583,0.2374,21.14,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Aziyadé_clean.txt
571b0bab-b6ee-4fe7-9235-91f0261efac6,Les deux romanciers,René Boylesve,nouvelle,2022,français,29355,0.2696,18.99,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Les deux romanciers_clean.txt
2c832636-65c8-4372-8339-7ff59d78add2,La Marquise,George Sand,essai,2004,français,13074,0.314,20.21,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\La Marquise_clean.txt
5ece01b2-7935-4577-8734-9d303637b8c1,Légendes canaques,Georges; Lévy-Bruhl Baudoux,conte,2025,français,64559,0.1954,18.21,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Légendes canaques_clean.txt
e706c1ad-b872-4817-98f5-df29cd15a9b0,Le crime d'Orcival,Emile Gaboriau,roman_policier,2014,français,116972,0.1707,13.39,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Le crime d'Orcival_clean.txt
e351bf91-4139-4bfc-b238-a15634597f3c,"L'Illustration, No. 3271, 4 Novembre 1905",Various,presse,2011,français,12238,0.386,16.79,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\L'Illustration, No. 3271, 4 Novembre 1905_clean.txt"
b67a2ed2-d1fd-4423-9b1c-9cbfa6fe052f,Notes d'une mère: Cours d'éducation maternelle,Louise d' Alq,essai,2006,français,66088,0.198,23.41,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Notes d'une mère Cours d'éducation maternelle_clean.txt
583376e1-702c-41a6-8d28-8c2e1815d0c5,Lettres intimes,Hector; Gounod Berlioz,epistolaire,2011,français,60645,0.2113,15.25,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Lettres intimes_clean.txt
9f3e2f4b-1f66-432a-9147-8f83689d3f41,A Suse,Jane Dieulafoy,voyage,2023,français,100598,0.2316,15.02,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\A Suse_clean.txt
a17a5489-fa1f-426a-a7e7-42d2757aaa99,Le Roi au Masque d'Or,Marcel Schwob,nouvelle,2015,français,35152,0.2819,19.18,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Le Roi au Masque d'Or_clean.txt
b3526dfe-810d-4ddf-8c49-90aef0aceabe,La police secrète prussienne,Victor Tissot,roman_policier,2023,français,93358,0.1859,17.33,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\La police secrète prussienne_clean.txt
81fe28fa-4666-4552-8cb7-29f1457fd97b,Clerambault,Romain Rolland,roman_historique,2023,français,81997,0.2045,15.11,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Clerambault_clean.txt
0729a73d-a1d4-486b-9865-ca6efb836b99,La genèse de l'esprit national égyptien (1863-1882),Muḥammad; ʻUrābī Ṣabrī,histoire,2025,français,108272,0.1426,23.14,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\La genèse de l'esprit national égyptien (1863-1882)_clean.txt
94a2b821-c8ad-418d-9a3e-2d7ffab03390,Histoire de France - Moyen Âge; (Vol. 3 / 10),Jules; Monod Michelet,histoire,2013,français,144945,0.2057,14.02,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Histoire de France - Moyen Âge; (Vol. 3 10)_clean.txt
aa31ba90-f89e-4238-a7b6-42bfce42896e,Servitude et grandeur militaires,Alfred de Vigny,roman_historique,2006,français,57543,0.2128,21.24,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Servitude et grandeur militaires_clean.txt
4f240dda-d63d-41d8-9fd8-5795b72a87d2,Œuvres complètes de Guy de Maupassant - volume 22,Guy de Maupassant,essai,2023,français,77827,0.2001,16.94,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Œuvres complètes de Guy de Maupassant - volume 22_clean.txt
f075c6c4-fda3-4749-8052-91925feb6e15,"Œuvres de P. Corneille, Tome 05",Pierre; Marty-Laveaux Corneille,theatre,2014,français,150916,0.1532,15.06,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Œuvres de P. Corneille, Tome 05_clean.txt"
bc8060d8-0c86-4d5f-af2f-edefc0d20e56,La fugitive,Rabindranath; Brimont Tagore,poetique,2026,français,12519,0.305,19.81,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\La fugitive_clean.txt
27bf3a13-6907-4646-9983-1c7d25ada3f9,Pelléastres. Le poison de la littérature. Crimes de Montmartre et d'ailleurs. Une aventure.,Jean; Normandy Lorrain,essai,2020,français,63272,0.2727,19.03,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Pelléastres. Le poison de la littérature. Crimes de Montmartre et d'ailleurs. Une aventure_clean.txt
a572a1cd-465b-432c-916e-f11a5ec6c6fb,Dictionnaire des idées reçues,Gustave Flaubert,roman_satirique,2004,français,12057,0.3848,7.96,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Dictionnaire des idées reçues_clean.txt
9bf57ad2-4245-4095-92e5-4ce390b04969,Victor Hugo à vingt ans: Glanes romantiques,Pierre; Hugo Dufay,epistolaire,2021,français,57202,0.2032,14.7,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Victor Hugo à vingt ans Glanes romantiques_clean.txt
b5475e1b-ef08-4b4a-b853-94ab86a956e1,"Essai d'éducation nationale, ou, plan d'études pour la jeunesse",Louis-René de Caradeuc de La Chalotais,essai,2025,français,35543,0.1809,31.09,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Essai d'éducation nationale, ou, plan d'études pour la jeunesse_clean.txt"
6157b3f5-ce07-4a9b-8b3c-723eb38350d5,Monseigneur l'Éléphant,Rudyard; Varlet Kipling,nouvelle,2023,français,69636,0.1997,15.71,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Monseigneur l'Éléphant_clean.txt
64b74042-f6c1-492b-aae1-e79fb9fdaaeb,L'Amoureuse Initiation,O. V. de L. (Oscar Vladislas de Lubicz) Milosz,roman_amour,2022,français,58930,0.213,20.93,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\L'Amoureuse Initiation_clean.txt
9e7ab979-b1d8-4b3a-9067-b7b57feeda4c,"Chroniques de J. Froissart, tome 05/13",Jean Froissart,roman_historique,2024,français,185768,0.1247,11.94,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Chroniques de J. Froissart, tome 05 13_clean.txt"
2a94ad93-0fdb-4aa4-a7b0-b5189f43cdea,Cours familier de Littérature - Volume 22,Alphonse de Lamartine,essai,2012,français,88870,0.1865,19.75,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Cours familier de Littérature - Volume 22_clean.txt
f87a84c7-3711-4c43-8b9a-39282f77d632,"Histoire des Musulmans d'Espagne, t. 2/4 jusqu'a la conquête de l'Andalouisie par les Almoravides (711-110)",Reinhart Pieter Anne Dozy,histoire,2013,français,85465,0.1753,19.13,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Histoire des Musulmans d'Espagne, t. 2 4_clean.txt"
4e1d3c5d-a9e3-46a0-a52c-c4cf7bdc2c92,Le Tour du Monde; Scandinavie Journal des voyages et des voyageurs; 2. sem. 1860,Édouard [Editor] Various; Charton,voyage,2008,français,24772,0.2894,15.04,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Le Tour du Monde; Scandinavie_clean.txt
4776a5fc-5619-45b4-8c29-05c7619e9b14,La cité de Carcassonne,Eugène-Emmanuel Viollet-le-Duc,histoire,2006,français,20901,0.2273,24.35,C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\La cité de Carcassonne_clean.txt
8fcf0fa0-3125-45df-8a6a-1facebf1da28,"Œuvres complètes de Gustave Flaubert, tome 1 (of 8): Madame Bovary",Gustave Flaubert,essai,2015,français,145603,0.1762,16.05,"C:\Media\Projet\Informatique\M1\Projet MNajib\storage\processed\Œuvres complètes de Gustave Flaubert, tome 1 (of 8) Madame Bovary_clean.txt"
